FoodID,NutrientID,NutrientValue,NutrientSourceID,NutrientDateOfEntry
2880,508,0.156,0,2004-03-31
2880,509,0.12,0,1997-05-01
2880,510,0.186,0,2004-03-31
2880,511,0.158,0,2004-03-31
2880,512,0.062,0,2004-03-31
2880,513,0.148,0,2004-03-31
2880,514,0.315,0,2004-03-31
2880,515,0.575,0,2004-03-31
2880,516,0.161,0,2004-03-31
2880,517,0.139,0,2004-03-31
2880,518,0.122,0,2004-03-31
2880,601,0,0,2009-07-02
2880,606,4.934,0,2009-07-02
2880,607,0.003,0,2009-07-02
2880,608,0.001,0,2009-07-02
2880,609,0.162,0,2009-07-02
2880,610,0.179,0,2009-07-02
2880,611,1.647,0,2009-07-02
2880,612,0.737,0,2009-07-02
2880,613,0.929,0,2009-07-02
2880,614,1.276,0,2009-07-02
2880,617,8.899,0,2009-07-02
2880,618,0.995,0,2009-07-02
2880,619,0.058,0,2009-07-02
2880,620,0,0,2009-07-02
2880,621,0,0,2009-07-02
2880,626,0.034,0,2009-07-02
2880,627,0,0,2009-07-02
2880,628,0.002,0,2009-07-02
2880,629,0,0,2009-07-02
2880,630,0,0,2009-07-02
2880,631,0,0,2009-07-02
2880,645,8.934,0,2009-07-02
2880,646,1.053,0,2009-07-02
2880,806,9,0,2009-07-02
2880,814,1,0,2009-07-02
2880,815,9,0,2009-07-02
2880,831,0.089,14,2009-06-23
2880,832,0,12,2009-06-23
2880,834,0,0,2009-07-02
2880,835,0,0,2009-07-02
2880,836,0,0,2009-07-02
2880,837,4,0,2009-07-02
2880,854,0,12,2009-06-23
2880,861,0,12,2009-06-23
2880,862,31.3,0,2010-05-21
2885,203,0.2,0,1997-05-01
2885,204,0,0,1997-05-01
2885,205,16.2,0,1997-05-01
2885,207,0.1,0,1997-05-01
2885,208,64,0,1997-05-01
2885,221,0,12,2004-10-04
2885,255,83.5,0,1997-05-01
2885,262,0,12,2004-10-04
2885,263,0,12,2004-10-04
2885,268,268,0,2003-01-17
2885,291,0.1,0,2004-01-20
2885,301,9,0,1997-05-01
2885,303,0.15,0,1997-05-01
2885,304,3,0,1997-05-01
2885,305,5,0,1997-05-01
2885,306,61,0,1997-05-01
2885,307,2,0,1997-05-01
2885,309,0.04,0,1997-05-01
2885,312,0.015,0,2009-07-02
2885,315,0.125,0,2009-07-02
2885,317,0,0,2001-02-28
2885,319,0,2,2002-11-13
2885,321,276,2,2002-11-13
2885,323,0,5,2006-05-24
2885,324,0,1,2004-11-18
2885,339,0,1,2004-11-18
2885,401,0,0,1997-05-01
2885,404,0.005,0,1997-05-01
2885,405,0.01,0,1997-05-01
2885,406,0.12,0,1997-05-01
2885,409,0.157,4,1997-05-01
2885,410,0.036,0,2009-07-02
2885,415,0.02,0,1997-05-01
2885,417,1,0,2002-11-05
2885,418,0,0,1997-05-01
2885,431,0,0,2002-11-05
2885,601,0,12,1997-05-01
2885,605,0,12,1999-07-22
2885,606,0,12,1997-05-01
2885,607,0,12,1999-07-22
2885,608,0,12,1999-07-22
2885,609,0,12,1999-07-22
2885,610,0,12,1999-07-22
2885,611,0,12,1999-07-22
2885,612,0,12,1999-07-22
2885,613,0,12,1999-07-22
2885,614,0,12,1999-07-22
2885,615,0,12,1999-07-22
2885,617,0,12,1997-05-01
2885,618,0,12,1997-05-01
2885,619,0,12,1999-07-22
2885,620,0,12,1999-07-22
2885,621,0,12,1999-07-22
2885,624,0,12,1999-07-22
2885,625,0,12,1999-07-22
2885,626,0,12,1999-07-22
2885,627,0,12,1999-07-22
2885,628,0,12,1999-07-22
2885,629,0,12,1999-07-22
2885,630,0,12,1999-07-22
2885,631,0,12,1999-07-22
2885,636,0,12,2008-07-11
2885,638,0,12,2008-07-11
2885,645,0,12,1997-05-01
2885,646,0,12,1997-05-01
2885,652,0,12,1999-07-22
2885,653,0,12,1999-07-22
2885,654,0,12,1999-07-22
2885,806,1,0,2002-11-05
2885,814,23,0,2004-04-26
2885,815,1,4,2005-01-17
2885,816,0,12,2008-09-22
2885,817,0,12,2008-07-11
2885,818,0,12,2008-07-11
2885,819,0,12,2008-07-11
2885,820,0,12,2008-07-11
2885,821,0,12,2008-07-11
2885,823,0,12,2008-07-11
2885,824,0,12,2008-07-11
2885,825,0,12,2008-07-11
2885,826,0,12,2008-07-11
2885,827,0,12,2008-07-11
2885,829,0,12,2008-07-11
2885,830,0,12,2008-07-11
2885,831,0,12,2008-07-11
2885,832,0,12,2008-07-11
2885,833,0,12,2008-07-11
2885,838,0,12,2008-07-11
2885,840,0,12,2008-07-11
2885,841,0,12,2008-07-11
2885,843,0,12,2008-07-11
2885,845,0,12,2008-07-11
2885,846,0,12,2008-07-11
2885,847,0,12,2008-07-11
2885,848,0,12,2008-07-11
2885,849,0,12,2008-07-11
2885,852,0,12,2008-07-11
2885,853,0,12,2009-03-26
2885,854,0,12,2008-07-11
2885,855,0,12,2008-07-11
2885,859,0,12,2008-07-11
2885,861,0,12,2009-03-26
2885,866,0,12,2009-03-26
2885,868,0,12,2010-04-14
2885,869,0,12,2010-04-14
5573,203,1.4,0,2008-06-06
5573,204,0.2,0,2008-06-06
5573,205,13.6,0,2004-03-24
5573,207,0.5,0,2004-03-24
5573,208,62,0,2004-03-24
5573,221,0,0,2004-03-24
5573,255,84.3,0,2008-06-06
5573,262,0,0,2004-03-24
5573,263,0,0,2004-03-24
5573,268,259,0,2004-03-24
5573,269,0.59,0,2004-03-24
5573,291,2.4,0,2008-06-06
5573,301,5,0,2008-06-06
5573,303,1.26,0,2008-06-06
5573,304,14,0,2008-06-06
5573,305,28,0,2008-06-06
5573,306,229,0,2008-06-06
5573,307,5,0,2004-03-24
5573,309,0.28,0,2008-06-06
5573,312,0.057,0,2010-05-28
5573,315,0.12,0,2010-05-28
5573,317,0.9,0,2004-03-24
5573,319,0,0,2004-03-24
5573,321,1,0,2004-06-15
5573,323,0.05,0,2004-03-24
5573,324,0,0,2010-03-25
5573,339,0,0,2010-03-25
5573,401,5.1,0,2008-06-06
5573,404,0.07,0,2008-06-06
5573,405,0.01,0,2008-06-06
5573,406,0.92,0,2008-06-06
5573,409,1.177,4,2005-04-04
5573,410,0.245,0,2010-05-28
5573,415,0.19,0,2008-06-06
5573,417,6,0,2008-06-06
5573,418,0,0,2004-03-24
5573,430,1.5,0,2004-03-24
5573,431,0,0,2004-03-24
5573,601,0,0,2004-03-24
5573,606,0.051,0,2010-05-28
5573,607,0,0,2004-03-24
5573,608,0,0,2004-03-24
5573,609,0,0,2004-03-24
5573,610,0.001,0,2004-03-24
5573,611,0.007,0,2004-03-24
5573,612,0.001,0,2004-03-24
5573,613,0.031,0,2010-05-28
5573,614,0.007,0,2004-03-24
5573,617,0.002,0,2004-03-24
5573,618,0.063,0,2010-05-28
5573,619,0.02,0,2004-03-24
5573,620,0,0,2004-03-24
5573,621,0,0,2004-03-24
5573,626,0.002,0,2004-03-24
5573,627,0,0,2004-03-24
5573,628,0,0,2004-03-24
5573,629,0,0,2004-03-24
5573,630,0,0,2004-03-24
5573,631,0,0,2004-03-24
5573,645,0.005,0,2004-03-24
5573,646,0.085,0,2010-05-28
5573,806,6,0,2008-06-06
5573,814,0,0,2009-06-19
5573,815,6,4,2005-01-17
5573,831,0.02,14,2009-06-03
5573,832,0,12,2009-06-03
5573,834,0,0,2005-03-14
5573,835,0,0,2005-03-14
5573,836,0,0,2005-03-14
5573,837,6,0,2005-03-14
5573,840,0,12,2010-06-10
5573,852,0,12,2010-06-10
5573,854,0,12,2009-06-03
5573,855,0,12,2010-06-10
5573,861,0,12,2009-06-03
5573,862,9.2,0,2010-05-21
5573,863,0.1,0,2010-05-21
5574,203,1.4,0,2008-06-06
5574,204,0.2,0,2008-06-06
5574,205,7.31,0,2004-03-24
5574,207,0.89,0,2004-03-24
5574,208,37,0,2004-03-24
5574,221,0,0,2008-06-06
5574,255,90.2,0,2008-06-06
5574,262,0,0,2004-03-24
5574,263,0,0,2004-03-24
5574,268,153,0,2009-06-19
5574,269,2.41,0,2008-06-06
5574,291,3.1,0,2008-06-06
5574,301,21,0,2008-06-06
5574,303,0.65,0,2008-06-06
5574,304,15,0,2008-06-06
5574,305,37,0,2008-06-06
5574,306,138,0,2008-06-06
5574,307,26,0,2008-06-06
5574,309,0.51,0,2008-06-06
5574,312,0.104,0,2010-05-28
5574,317,0.3,0,2004-03-24
5574,319,0,0,2004-03-24
5574,321,5670,0,2004-06-15
5574,323,0.29,0,2008-06-06
5574,324,0,0,2010-03-25
5574,339,0,0,2010-03-25
5574,401,3.8,0,2008-06-06
5574,404,0.03,0,2008-06-06
5574,405,0.04,0,2008-06-06
5574,406,0.48,0,2008-06-06
5574,409,0.737,4,2005-04-04
5574,415,0.08,0,2008-06-06
5574,417,18,0,2008-06-06
5574,418,0,0,2008-06-06
5574,430,18.2,0,2008-06-06
5574,431,0,0,2004-03-24
5574,601,0,0,2008-06-06
5574,606,0.039,0,2010-05-28
5574,607,0,0,2008-06-06
5574,608,0,0,2008-06-06
5574,609,0,0,2008-06-06
5574,610,0,0,2008-06-06
5574,611,0.001,0,2008-06-06
5574,612,0,0,2008-06-06
5574,613,0.033,0,2010-05-28
5574,614,0.004,0,2008-06-06
5574,617,0.022,0,2010-05-28
5574,618,0.071,0,2010-05-28
5574,619,0.027,0,2010-05-28
5574,620,0,0,2008-06-06
5574,621,0,0,2008-06-06
5574,626,0.001,0,2008-06-06
5574,627,0,0,2008-06-06
5574,628,0,0,2008-06-06
5574,629,0,0,2008-06-06
5574,630,0,0,2008-06-06
5574,631,0,0,2008-06-06
5574,645,0.022,0,2010-05-28
5574,646,0.098,0,2010-05-28
5574,806,18,0,2008-06-06
5574,814,583,0,2009-06-19
5574,815,18,4,2005-01-17
5574,831,0.027,14,2010-05-28
5574,832,0,12,2009-06-03
5574,834,2636,0,2005-03-14
5574,835,5,0,2008-06-06
5574,836,0,0,2005-03-14
5574,837,493,0,2005-03-14
5574,840,0,12,2010-06-10
5574,852,0,12,2010-06-10
5574,854,0,12,2009-06-03
5574,855,0,12,2010-06-10
5574,861,0,12,2009-06-03
5574,862,18.6,0,2010-05-21
5575,203,22,0,2004-03-24
5575,204,7.7,0,2004-03-24
5575,205,0.5,0,2004-03-24
5575,207,4,0,2004-03-24
5575,208,165,0,2004-03-24
5575,221,0,0,2006-03-09
5575,255,65.8,0,2004-03-24
5575,262,0,0,2004-03-24
5575,263,0,0,2004-03-24
5575,268,690,0,2004-03-24
5575,269,0,0,2004-03-24
5575,291,0,0,2006-03-09
5575,301,8,0,2010-03-22
5575,303,1.4,0,2008-06-06
5575,304,19,0,2004-03-24
5575,305,248,0,2004-03-24
5575,306,362,0,2004-03-24
5575,307,969,0,2004-03-24
5575,309,2.63,0,2010-03-22
5575,312,0.119,0,2010-06-14
5575,317,19.5,0,2004-03-24
5575,319,0,0,2004-03-24
5575,321,0,0,2004-06-15
5575,323,0.28,0,2004-03-24
5575,324,32,0,2010-03-25
5575,339,0.8,0,2010-04-15
5575,401,0,0,2006-03-09
5575,404,0.74,0,2004-03-24
5575,405,0.28,0,2004-03-24
5575,406,5.32,0,2004-03-24
5575,409,9.353,4,2005-04-04
5575,415,0.35,0,2004-03-24
5575,417,3,0,2004-03-24
5575,418,0.68,0,2004-03-24
5575,430,0,0,2004-03-24
5575,431,0,0,2004-03-24
5575,601,57,0,2004-03-24
5575,606,2.624,0,2010-06-14
5575,607,0,0,2006-03-09
5575,608,0,0,2006-03-09
5575,609,0,0,2004-03-24
5575,610,0.03,0,2004-03-24
5575,611,0.02,0,2004-03-24
5575,612,0.131,0,2010-06-14
5575,613,1.578,0,2010-06-14
5575,614,0.865,0,2010-06-14
5575,617,3.388,0,2010-06-14
5575,618,0.905,0,2010-06-14
5575,619,0.171,0,2010-06-14
5575,620,0,0,2004-03-24
5575,621,0,0,2004-03-24
5575,626,0.372,0,2010-06-14
5575,627,0,0,2004-03-24
5575,628,0,0,2004-03-24
5575,629,0,0,2004-03-24
5575,630,0,0,2004-03-24
5575,631,0,0,2004-03-24
5575,645,3.76,0,2004-03-24
5575,646,1.076,0,2010-06-14
5575,806,3,0,2004-03-24
5575,814,0,4,2005-01-14
5575,815,3,4,2005-01-17
5575,831,0.171,14,2010-06-14
5575,832,0,12,2009-06-01
5575,834,0,0,2005-03-14
5575,835,0,0,2005-03-14
5575,836,0,0,2005-03-14
5575,837,0,0,2005-03-14
5575,840,0,12,2010-06-10
5575,852,0,12,2010-06-10
5575,854,0,12,2009-06-01
5575,855,0,12,2010-06-10
5575,861,0,12,2009-06-01
5575,862,86,0,2010-05-21
5575,863,5.8,0,2010-05-21
5580,203,41.6,0,2015-01-16
5580,204,29.99,0,2015-01-16
5580,205,3.7,0,2004-03-24
5580,207,2.51,0,2004-03-24
5580,208,451,0,2010-03-22
5580,221,0,0,2004-03-24
5580,255,22.2,0,2004-03-24
5580,262,0,0,2004-03-24
5580,263,0,0,2004-03-24
5580,268,1887,0,2010-03-22
5580,269,0.85,0,2004-03-24
5580,291,0,0,2004-03-24
5580,301,800,0,2015-01-16
5580,303,0.95,0,2015-01-16
5580,304,51,0,2015-01-16
5580,305,807,0,2015-01-16
5580,306,107,0,2015-01-16
5580,307,63,0,2004-03-24
5580,309,3.19,0,2015-01-16
5580,312,0.037,0,2015-01-16
5580,317,23.9,0,2004-03-24
5580,319,123,0,2004-03-24
5580,321,32,0,2004-06-15
5580,323,0.27,0,2004-03-24
5580,324,22,0,2010-03-25
5580,339,0.6,0,2010-03-25
5580,401,0,0,2004-03-24
5580,404,0.04,0,2015-01-16
5580,405,0.39,0,2015-01-16
5580,406,0.32,0,2015-01-16
5580,409,7.947,4,2005-04-04
5580,415,0.1,0,2015-01-16
5580,417,10,0,2004-03-24
5580,418,1.4,0,2015-01-16
5580,430,2,0,2004-03-24
5580,431,0,0,2004-03-24
5580,601,79,0,2015-01-16
5580,606,19.051,0,2010-06-17
5580,607,1.509,0,2010-06-17
5580,608,0.559,0,2010-06-17
5580,609,0.3,0,2004-03-24
5580,610,0.749,0,2010-06-17
5580,611,1.019,0,2010-06-17
5580,612,3.377,0,2010-06-17
5580,613,8.092,0,2010-06-17
5580,614,2.677,0,2010-06-17
5580,617,7.732,0,2010-06-17
5580,618,0.32,0,2004-03-24
5580,619,0.34,0,2004-03-24
5580,620,0,0,2004-03-24
5580,621,0,0,2004-03-24
5580,626,0.46,0,2004-03-24
5580,627,0,0,2004-03-24
5580,628,0,0,2004-03-24
5580,629,0,0,2004-03-24
5580,630,0,0,2004-03-24
5580,631,0,0,2004-03-24
5580,645,8.721,0,2010-06-17
5580,646,0.659,0,2010-06-17
5580,806,10,0,2004-03-24
5580,814,125,0,2009-06-19
5580,815,10,4,2005-01-17
5580,825,0.254,14,2009-07-15
5580,827,0,12,2009-07-15
5580,831,0.34,14,2008-12-11
5580,832,0,12,2008-12-11
5580,834,0,0,2005-03-14
5580,835,0,0,2005-03-14
5580,836,0,0,2005-03-14
5580,837,0,0,2005-03-14
5580,840,0,12,2010-06-02
5580,852,0,12,2010-06-02
5580,854,0,12,2009-04-27
5580,855,0,12,2009-07-15
5580,861,0,12,2009-04-27
5580,862,15.4,0,2008-09-19
5580,868,0.34,2,2009-09-18
5580,869,0.254,2,2009-09-18
5582,203,0.9,0,2008-06-06
5582,204,0.1,0,2008-06-06
5582,205,4.35,0,2004-03-24
5582,207,2.15,0,2004-03-24
5582,208,22,0,2004-03-24
5582,221,0,0,2004-03-24
5582,255,92.5,0,2008-06-06
5582,262,0,0,2004-03-24
5582,263,0,0,2004-03-24
5582,268,92,0,2004-03-24
5582,269,1.78,0,2004-03-24
5582,291,2.5,0,2004-03-24
5582,301,30,0,2008-06-06
5582,303,1.47,0,2008-06-06
5582,304,13,0,2008-06-06
5582,305,20,0,2008-06-06
5582,306,170,0,2008-06-06
5582,307,308,0,2008-06-06
5582,309,0.19,0,2008-06-06
5582,312,0.096,0,2010-05-28
5582,315,0.151,0,2010-05-28
5582,317,0.6,0,2004-03-24
5582,319,0,0,2004-03-24
5582,321,8,0,2004-06-15
5582,323,0.14,0,2008-06-06
5582,324,0,0,2010-03-25
5582,339,0,0,2010-03-25
5582,401,14.7,0,2008-06-06
5582,404,0.02,0,2008-06-06
5582,405,0.02,0,2008-06-06
5582,406,0.14,0,2008-06-06
5582,409,0.305,4,2005-04-04
5582,410,0.093,0,2010-05-28
5582,415,0.09,0,2008-06-06
5582,417,24,0,2008-06-06
5582,418,0,0,2004-03-24
5582,430,13,0,2008-06-06
5582,431,0,0,2004-03-24
5582,601,0,0,2004-03-24
5582,606,0.026,0,2010-05-28
5582,607,0,0,2008-06-06
5582,608,0,0,2008-06-06
5582,609,0.001,0,2008-06-06
5582,610,0.001,0,2008-06-06
5582,611,0.001,0,2008-06-06
5582,612,0,0,2008-06-06
5582,613,0.021,0,2010-05-28
5582,614,0.002,0,2008-06-06
5582,617,0.01,0,2008-06-06
5582,618,0.026,0,2010-05-28
5582,619,0.025,0,2010-05-28
5582,620,0,0,2008-06-06
5582,621,0,0,2008-06-06
5582,626,0,0,2008-06-06
5582,627,0,0,2008-06-06
5582,628,0,0,2008-06-06
5582,629,0,0,2008-06-06
5582,630,0,0,2008-06-06
5582,631,0,0,2008-06-06
5582,645,0.01,0,2008-06-06
5582,646,0.051,0,2010-05-28
5582,806,24,0,2008-06-06
5582,814,1,0,2009-06-19
5582,815,24,4,2005-01-17
5582,817,0,12,2010-06-10
5582,821,0,12,2010-06-10
5582,831,0.025,14,2010-05-28
5582,832,0,12,2009-06-03
5582,834,5,0,2005-03-14
5582,835,0,0,2005-03-14
5582,836,0,0,2005-03-14
5582,837,295,0,2005-03-14
5582,840,0,12,2010-06-10
5582,852,0,12,2010-06-10
5582,854,0,12,2009-06-03
5582,855,0,12,2010-06-10
5582,861,0,12,2009-06-03
5582,862,10.4,0,2010-05-21
5582,863,0.5,0,2010-05-21
5585,203,7.79,0,2009-06-19
5585,204,23.36,0,2006-03-09
5585,205,65.32,0,2006-03-09
5585,207,1.44,0,2009-06-19
5585,208,503,0,2008-06-06
5585,221,0,0,2004-03-24
5585,255,2.09,0,2009-06-19
5585,262,0,0,2004-03-24
5585,263,0,0,2004-03-24
5585,268,2103,0,2009-06-19
5585,269,1,0,2009-06-19
5585,291,5.3,0,2009-06-19
5585,301,174,0,2009-06-19
5585,303,2.32,0,2009-06-19
5585,304,146,0,2009-06-19
5585,305,200,0,2009-06-19
5585,306,215,0,2009-06-19
5585,307,15,0,2006-03-09
5585,309,2.46,0,2009-06-19
5585,312,0.523,0,2010-05-13
5585,317,6.7,0,2004-03-24
5585,319,0,0,2004-03-24
5585,321,37,0,2004-06-15
5585,323,3.53,0,2004-03-24
5585,324,0,0,2010-03-25
5585,339,0,0,2004-11-16
5585,401,0,0,2006-03-09
5585,404,0.015,0,2010-05-13
5585,405,0.1,0,2009-06-19
5585,406,1.262,0,2010-05-13
5585,409,2.69,4,2010-05-13
5585,410,1.185,0,2010-05-13
5585,415,0.213,0,2010-05-13
5585,417,10,0,2006-03-09
5585,418,0.36,0,2006-03-09
5585,430,0.7,0,2006-03-09
5585,431,0,0,2004-03-24
5585,601,0,0,2006-03-09
5585,606,2.458,0,2010-05-13
5585,607,0,0,2004-03-24
5585,608,0,0,2004-03-24
5585,609,0,0,2004-03-24
5585,610,0,0,2004-03-24
5585,611,0.045,0,2010-05-13
5585,612,0.002,0,2006-03-09
5585,613,1.856,0,2010-05-13
5585,614,0.418,0,2010-05-13
5585,617,9.242,0,2010-05-13
5585,618,8.86,0,2006-03-09
5585,619,1.096,0,2010-05-13
5585,620,0,0,2004-03-24
5585,621,0,0,2004-03-24
5585,626,0.034,0,2010-05-13
5585,627,0,0,2004-03-24
5585,628,0.184,0,2010-05-13
5585,629,0,0,2004-03-24
5585,630,0.06,0,2006-03-09
5585,631,0,0,2004-03-24
5585,645,9.52,0,2006-03-09
5585,646,9.956,0,2010-05-13
5585,806,10,0,2006-03-09
5585,814,4,0,2009-06-19
5585,815,10,4,2008-07-23
5585,827,0,12,2009-07-15
5585,831,1.096,14,2010-05-13
5585,832,0,12,2009-07-15
5585,834,24,0,2005-03-14
5585,835,0,0,2005-03-14
5585,836,0,0,2005-03-14
5585,837,507,0,2005-03-14
5585,854,0,12,2009-07-15
5585,861,0,12,2009-07-15
5585,862,18.1,0,2010-05-21
5586,203,0.6,0,2009-06-19
5586,204,0.1,0,2009-06-19
5586,205,4.59,0,2009-06-19
5586,207,1.21,0,2004-03-24
5586,208,22,0,2004-03-24
5586,221,0,0,2004-03-24
5586,255,93.5,0,2009-06-19
5586,262,0,0,2004-03-24
5586,263,0,0,2004-03-24
5586,268,91,0,2009-06-19
5586,269,3.8,0,2004-03-24
5586,291,0.8,0,2008-06-06
5586,301,11,0,2009-06-19
5586,303,0.42,0,2009-06-19
5586,304,11,0,2009-06-19
5586,305,17,0,2009-06-19
5586,306,193,0,2009-06-19
5586,307,70,0,2009-06-19
5586,309,0.2,0,2009-06-19
5586,312,0.2,0,2009-06-19
5586,317,0.5,0,2004-03-24
5586,319,0,0,2009-06-19
5586,321,830,0,2005-04-06
5586,323,0.32,0,2009-06-19
5586,324,0,0,2010-03-25
5586,339,0,0,2010-03-25
5586,401,27.7,0,2009-06-19
5586,404,0.04,0,2009-06-19
5586,405,0.03,0,2009-06-19
5586,406,0.73,0,2009-06-19
5586,409,0.84,4,2005-04-04
5586,415,0.14,0,2009-06-19
5586,417,21,0,2008-06-06
5586,418,0,0,2008-06-06
5586,430,5.3,0,2009-06-19
5586,431,0,0,2004-03-24
5586,601,0,0,2004-03-24
5586,606,0.014,0,2010-05-13
5586,607,0,0,2004-03-24
5586,608,0,0,2004-03-24
5586,609,0,0,2004-03-24
5586,610,0,0,2004-03-24
5586,611,0,0,2004-03-24
5586,612,0,0,2004-03-24
5586,613,0.01,0,2004-03-24
5586,614,0.003,0,2004-03-24
5586,617,0.016,0,2010-05-13
5586,618,0.042,0,2010-05-13
5586,619,0.001,0,2004-03-24
5586,620,0,0,2004-03-24
5586,621,0,0,2004-03-24
5586,626,0,0,2004-03-24
5586,627,0,0,2004-03-24
5586,628,0,0,2004-03-24
5586,629,0,0,2004-03-24
5586,630,0,0,2004-03-24
5586,631,0,0,2004-03-24
5586,645,0.016,0,2010-05-13
5586,646,0.042,0,2010-05-13
5586,806,21,0,2008-06-06
5586,814,78,0,2009-06-19
5586,815,21,4,2005-01-17
5586,817,0,12,2010-06-10
5586,821,0,12,2010-06-10
5586,831,0.001,14,2009-06-03
5586,832,0,12,2009-06-03
5586,834,210,0,2005-03-14
5586,835,0,0,2005-03-14
5586,836,9660,0,2005-03-14
5586,837,80,0,2005-03-14
5586,840,0,12,2010-06-10
5586,852,0,12,2010-06-10
5586,854,0,12,2009-06-03
5586,855,0,12,2010-06-10
5586,861,0,12,2009-06-03
5586,862,7.2,0,2010-05-21
5587,203,27.4,0,2004-03-24
5587,204,12.41,0,2004-03-24
5587,205,0,0,2004-03-24
5587,207,0.7,0,2011-09-12
5587,208,221,0,2010-03-22
5587,210,0,12,2005-03-22
5587,211,0,12,2005-03-22
5587,212,0,12,2005-03-22
5587,213,0,12,2005-03-22
5587,214,0,12,2005-03-22
5587,221,0,0,2006-03-09
5587,255,59.5,0,2004-03-24
5587,260,0,12,2005-03-22
5587,261,0,12,2005-03-22
5587,262,0,0,2004-03-24
5587,263,0,0,2004-03-24
5587,268,926,0,2010-03-22
5587,269,0,12,2004-03-24
5587,287,0,12,2005-03-22
5587,291,0,12,2006-03-09
5587,301,24,0,2004-03-24
5587,303,1.46,0,2004-03-24
5587,304,25,0,2004-03-24
5587,305,197,0,2004-03-24
5587,306,266,0,2004-03-24
5587,307,996,0,2004-03-24
5587,309,2.1,0,2004-03-24
5587,312,0.056,0,2010-06-24
5587,317,26,0,2004-03-24
5587,319,0,0,2004-03-24
5587,321,0,0,2004-06-15
5587,323,0.17,0,2004-03-24
5587,324,4,0,2010-04-23
5587,339,0.1,0,2010-04-23
5587,401,0,0,2004-03-24
5587,404,0.05,0,2004-03-24
5587,405,0.13,0,2004-03-24
5587,406,5.73,0,2004-03-24
5587,409,10.753,4,2005-04-04
5587,415,0.42,0,2004-03-24
5587,417,6,0,2004-03-24
5587,418,0.34,0,2004-03-24
5587,430,0,0,2015-01-16
5587,431,0,0,2004-03-24
5587,601,81,0,2004-03-24
5587,606,3.383,0,2010-06-17
5587,607,0,0,2006-03-09
5587,608,0,0,2006-03-09
5587,609,0,0,2006-03-09
5587,610,0,0,2004-03-24
5587,611,0.01,0,2004-03-24
5587,612,0.09,0,2004-03-24
5587,613,2.226,0,2010-06-17
5587,614,0.738,0,2010-06-17
5587,617,3.753,0,2010-06-17
5587,618,2.485,0,2010-06-17
5587,619,0.16,0,2004-03-24
5587,620,0.16,0,2004-03-24
5587,621,0.03,0,2004-03-24
5587,626,0.788,0,2010-06-17
5587,627,0,0,2006-03-09
5587,628,0.01,0,2004-03-24
5587,629,0,0,2004-03-24
5587,630,0.01,0,2004-03-24
5587,631,0.02,0,2004-03-24
5587,645,4.651,0,2010-06-17
5587,646,2.934,0,2010-06-17
5587,802,0,12,2005-03-22
5587,803,0,12,2005-03-22
5587,806,6,0,2004-03-24
5587,810,0,12,2008-07-15
5587,814,0,0,2005-01-14
5587,815,6,4,2005-01-17
5587,827,0,12,2009-11-02
5587,831,0.16,14,2008-12-12
5587,832,0,12,2008-12-12
5587,834,0,0,2005-03-14
5587,835,0,0,2005-03-14
5587,836,0,0,2005-03-14
5587,837,0,0,2005-03-14
5587,854,0,12,2009-05-25
5587,855,0.16,14,2009-11-02
5587,861,0,12,2009-05-25
5587,862,68.7,0,2010-05-21
5587,863,5.8,0,2010-05-21
5589,203,0.64,0,2004-03-24
5589,204,0.4,0,2004-03-24
5589,205,10.68,0,2008-06-06
5589,207,0.58,0,2006-03-09
5589,208,49,0,2008-06-06
5589,221,0,0,2004-03-24
5589,255,87.63,0,2008-06-06
5589,262,1,0,2006-03-09
5589,263,50,0,2006-03-09
5589,268,205,0,2008-06-06
5589,269,8.68,0,2004-03-24
5589,291,0.6,0,2006-03-09
5589,301,100,0,2006-03-09
5589,303,0.33,0,2006-03-09
5589,304,11,0,2006-03-09
5589,305,24,0,2006-03-09
5589,306,79,0,2006-03-09
5589,307,91,0,2004-03-24
5589,309,0.16,0,2006-03-09
5589,312,0.074,0,2010-06-17
5589,315,0.073,0,2010-06-17
5589,317,0.7,0,2006-03-09
5589,319,60,0,2004-03-24
5589,321,0,0,2004-06-15
5589,323,0.01,0,2006-03-09
5589,324,50,0,2010-03-25
5589,339,1.3,0,2010-03-25
5589,401,2,0,2008-06-06
5589,404,0.01,0,2008-06-06
5589,405,0.051,0,2010-06-17
5589,406,0.106,0,2010-06-17
5589,409,0.223,4,2010-06-17
5589,410,0.082,0,2010-06-17
5589,415,0.011,0,2010-06-17
5589,417,1,0,2004-03-24
5589,418,0.06,0,2006-03-09
5589,430,0.1,0,2008-06-06
5589,431,0,0,2004-03-24
5589,601,0,0,2004-03-24
5589,606,0.31,0,2004-03-24
5589,607,0.005,0,2008-06-06
5589,608,0.001,0,2008-06-06
5589,609,0.001,0,2008-06-06
5589,610,0.002,0,2008-06-06
5589,611,0.001,0,2008-06-06
5589,612,0.01,0,2008-06-06
5589,613,0.143,0,2010-06-17
5589,614,0.139,0,2010-06-17
5589,617,0.048,0,2010-06-17
5589,618,0.008,0,2008-06-06
5589,619,0,0,2004-03-24
5589,620,0,0,2004-03-24
5589,621,0,0,2004-03-24
5589,626,0.001,0,2008-06-06
5589,627,0,0,2004-03-24
5589,628,0,0,2004-03-24
5589,629,0,0,2004-03-24
5589,630,0,0,2004-03-24
5589,631,0,0,2004-03-24
5589,645,0.049,0,2010-06-17
5589,646,0.009,0,2004-03-24
